RPL23,LOXL3,ppi
RPL23,HSPA5,ppi
RPL23,FN1,ppi
VCAN,TNC,ppi
VCAN,FN1,ppi
VCAN,LAMA5,ppi
VCAN,COL15A1,ppi
VCAN,LAMB2,ppi
AGRN,LAMA2,ppi
AGRN,TNC,ppi
AGRN,FN1,ppi
AGRN,LAMA5,ppi
AGRN,USH2A,ppi
AGRN,LAMB2,ppi
LAMA2,HSPG2,ppi
LAMA2,FN1,ppi
LAMA2,LAMA5,ppi
LAMA2,COL15A1,ppi
LAMA2,USH2A,ppi
LAMA2,LAMB2,ppi
LOXL3,CLINT1,ppi
LOXL3,HSPA5,ppi
LOXL3,FN1,ppi
LOXL3,VPS26B,ppi
LOXL3,LTBP1,ppi
LOXL3,EDEM1,ppi
LOXL3,SENP5,ppi
LOXL3,MSI1,ppi
LOXL3,GATAD2B,ppi
LOXL3,EGFL7,ppi
LOXL3,POGLUT2,ppi
LOXL3,MSI2,ppi
LOXL3,SUFU,ppi
LOXL3,CD163L1,ppi
LOXL3,APMAP,ppi
CLINT1,HSPA5,ppi
TNC,HSPG2,ppi
TNC,PLEC,ppi
TNC,FN1,ppi
TNC,COL15A1,ppi
TNC,USH2A,ppi
TNC,TNXB,ppi
HSPA5,FN1,ppi
HSPG2,FN1,ppi
HSPG2,LAMA5,ppi
HSPG2,COL15A1,ppi
HSPG2,LAMB2,ppi
HSPG2,EGFL7,ppi
PLEC,FN1,ppi
PLEC,TNXB,ppi
FN1,LAMA5,ppi
FN1,COL15A1,ppi
FN1,USH2A,ppi
FN1,LAMB2,ppi
FN1,LTBP1,ppi
FN1,TNXB,ppi
FN1,POGLUT2,ppi
FN1,CD163L1,ppi
LAMA5,USH2A,ppi
LAMA5,LAMB2,ppi
LAMA5,MSI1,ppi
COL15A1,USH2A,ppi
COL15A1,LAMB2,ppi
COL15A1,EGFL7,ppi
USH2A,LAMB2,ppi
USH2A,TNXB,ppi
EDEM1,SUFU,ppi
MFAP2,ITGB6,pathways
MFAP2,ITGB1,pathways
MFAP2,FURIN,pathways
MFAP2,ITGAV,pathways
MFAP2,FBN1,pathways
MFAP2,ITGA5,pathways
MFAP2,ITGB3,pathways
MFAP2,ELN,pathways
MFAP2,FBN2,pathways
MFAP2,MFAP5,pathways
MFAP2,FBN3,pathways
MFAP2,FBLN5,pathways
MFAP2,LOX,pathways
MFAP2,LOXL4,pathways
MFAP2,LOXL1,pathways
MFAP2,LOXL2,pathways
MFAP2,LOXL3,pathways
ITGB6,COL13A1,pathways
ITGB6,COL1A1,pathways
ITGB6,HSPG2,pathways
ITGB6,COL4A1,pathways
ITGB6,ITGB1,pathways
ITGB6,COL4A2,pathways
ITGB6,FURIN,pathways
ITGB6,COL4A5,pathways
ITGB6,COL1A2,pathways
ITGB6,COL4A3,pathways
ITGB6,ITGAV,pathways
ITGB6,FBN1,pathways
ITGB6,VCAN,pathways
ITGB6,TNC,pathways
ITGB6,ITGA5,pathways
ITGB6,ITGB3,pathways
ITGB6,COL4A4,pathways
ITGB6,ELN,pathways
ITGB6,COL4A6,pathways
ITGB6,LRP4,pathways
ITGB6,FBN2,pathways
ITGB6,LAMA5,pathways
ITGB6,LAMB2,pathways
ITGB6,LAMA2,pathways
ITGB6,MFAP5,pathways
ITGB6,FBN3,pathways
ITGB6,FBLN5,pathways
ITGB6,LOX,pathways
ITGB6,LOXL4,pathways
ITGB6,TNXB,pathways
ITGB6,LOXL1,pathways
ITGB6,LOXL2,pathways
ITGB6,AGRN,pathways
ITGB6,LOXL3,pathways
COL13A1,COL1A1,pathways
COL13A1,HSPG2,pathways
COL13A1,COL4A1,pathways
COL13A1,BMP1,pathways
COL13A1,ITGB1,pathways
COL13A1,COL4A2,pathways
COL13A1,FURIN,pathways
COL13A1,COL4A5,pathways
COL13A1,COL1A2,pathways
COL13A1,COL4A3,pathways
COL13A1,ITGAV,pathways
COL13A1,COL15A1,pathways
COL13A1,FBN1,pathways
COL13A1,TNC,pathways
COL13A1,ITGA5,pathways
COL13A1,ITGB3,pathways
COL13A1,COL4A4,pathways
COL13A1,COL4A6,pathways
COL13A1,TLL1,pathways
COL13A1,PCOLCE,pathways
COL13A1,TLL2,pathways
COL13A1,AGRN,pathways
COL1A1,HSPG2,pathways
COL1A1,COL4A1,pathways
COL1A1,BMP1,pathways
COL1A1,ITGB1,pathways
COL1A1,COL4A2,pathways
COL1A1,FURIN,pathways
COL1A1,COL4A5,pathways
COL1A1,COL1A2,pathways
COL1A1,COL4A3,pathways
COL1A1,ITGAV,pathways
COL1A1,COL15A1,pathways
COL1A1,FBN1,pathways
COL1A1,VCAN,pathways
COL1A1,TNC,pathways
COL1A1,ITGA5,pathways
COL1A1,ITGB3,pathways
COL1A1,COL4A4,pathways
COL1A1,COL4A6,pathways
COL1A1,LRP4,pathways
COL1A1,LAMA5,pathways
COL1A1,LAMB2,pathways
COL1A1,TLL1,pathways
COL1A1,LAMA2,pathways
COL1A1,PCOLCE,pathways
COL1A1,PXDN,pathways
COL1A1,TLL2,pathways
COL1A1,LOX,pathways
COL1A1,LOXL4,pathways
COL1A1,TNXB,pathways
COL1A1,LOXL1,pathways
COL1A1,LOXL2,pathways
COL1A1,PLEC,pathways
COL1A1,AGRN,pathways
COL1A1,LOXL3,pathways
HSPG2,COL4A1,pathways
HSPG2,BMP1,pathways
HSPG2,ITGB1,pathways
HSPG2,COL4A2,pathways
HSPG2,FURIN,pathways
HSPG2,COL4A5,pathways
HSPG2,COL1A2,pathways
HSPG2,COL4A3,pathways
HSPG2,ITGAV,pathways
HSPG2,FBN1,pathways
HSPG2,VCAN,pathways
HSPG2,TNC,pathways
HSPG2,ITGA5,pathways
HSPG2,ITGB3,pathways
HSPG2,COL4A4,pathways
HSPG2,ELN,pathways
HSPG2,COL4A6,pathways
HSPG2,LRP4,pathways
HSPG2,FBN2,pathways
HSPG2,LAMA5,pathways
HSPG2,LAMB2,pathways
HSPG2,TLL1,pathways
HSPG2,LAMA2,pathways
HSPG2,FBN3,pathways
HSPG2,TLL2,pathways
HSPG2,TNXB,pathways
HSPG2,AGRN,pathways
COL4A1,BMP1,pathways
COL4A1,ITGB1,pathways
COL4A1,COL4A2,pathways
COL4A1,FURIN,pathways
COL4A1,COL4A5,pathways
COL4A1,COL1A2,pathways
COL4A1,COL4A3,pathways
COL4A1,ITGAV,pathways
COL4A1,COL15A1,pathways
COL4A1,FBN1,pathways
COL4A1,VCAN,pathways
COL4A1,TNC,pathways
COL4A1,ITGA5,pathways
COL4A1,ITGB3,pathways
COL4A1,COL4A4,pathways
COL4A1,COL4A6,pathways
COL4A1,LRP4,pathways
COL4A1,LAMA5,pathways
COL4A1,LAMB2,pathways
COL4A1,TLL1,pathways
COL4A1,LAMA2,pathways
COL4A1,PCOLCE,pathways
COL4A1,PXDN,pathways
COL4A1,TLL2,pathways
COL4A1,LOX,pathways
COL4A1,LOXL4,pathways
COL4A1,TNXB,pathways
COL4A1,LOXL1,pathways
COL4A1,LOXL2,pathways
COL4A1,PLEC,pathways
COL4A1,AGRN,pathways
COL4A1,LOXL3,pathways
BMP1,COL4A2,pathways
BMP1,COL4A5,pathways
BMP1,COL1A2,pathways
BMP1,COL4A3,pathways
BMP1,COL15A1,pathways
BMP1,FBN1,pathways
BMP1,COL4A4,pathways
BMP1,ELN,pathways
BMP1,COL4A6,pathways
BMP1,FBN2,pathways
BMP1,LAMA5,pathways
BMP1,TLL1,pathways
BMP1,PCOLCE,pathways
BMP1,PXDN,pathways
BMP1,FBN3,pathways
BMP1,TLL2,pathways
BMP1,LOX,pathways
BMP1,LOXL4,pathways
BMP1,LOXL1,pathways
BMP1,LOXL2,pathways
BMP1,LOXL3,pathways
ITGB1,COL4A2,pathways
ITGB1,FURIN,pathways
ITGB1,COL4A5,pathways
ITGB1,COL1A2,pathways
ITGB1,COL4A3,pathways
ITGB1,ITGAV,pathways
ITGB1,FBN1,pathways
ITGB1,VCAN,pathways
ITGB1,TNC,pathways
ITGB1,ITGA5,pathways
ITGB1,ITGB3,pathways
ITGB1,COL4A4,pathways
ITGB1,ELN,pathways
ITGB1,COL4A6,pathways
ITGB1,LRP4,pathways
ITGB1,FBN2,pathways
ITGB1,LAMA5,pathways
ITGB1,LAMB2,pathways
ITGB1,LAMA2,pathways
ITGB1,MFAP5,pathways
ITGB1,FBN3,pathways
ITGB1,FBLN5,pathways
ITGB1,LOX,pathways
ITGB1,LOXL4,pathways
ITGB1,TNXB,pathways
ITGB1,LOXL1,pathways
ITGB1,LOXL2,pathways
ITGB1,AGRN,pathways
ITGB1,LOXL3,pathways
COL4A2,FURIN,pathways
COL4A2,COL4A5,pathways
COL4A2,COL1A2,pathways
COL4A2,COL4A3,pathways
COL4A2,ITGAV,pathways
COL4A2,COL15A1,pathways
COL4A2,FBN1,pathways
COL4A2,VCAN,pathways
COL4A2,TNC,pathways
COL4A2,ITGA5,pathways
COL4A2,ITGB3,pathways
COL4A2,COL4A4,pathways
COL4A2,COL4A6,pathways
COL4A2,LRP4,pathways
COL4A2,LAMA5,pathways
COL4A2,LAMB2,pathways
COL4A2,TLL1,pathways
COL4A2,LAMA2,pathways
COL4A2,PCOLCE,pathways
COL4A2,PXDN,pathways
COL4A2,TLL2,pathways
COL4A2,LOX,pathways
COL4A2,LOXL4,pathways
COL4A2,TNXB,pathways
COL4A2,LOXL1,pathways
COL4A2,LOXL2,pathways
COL4A2,PLEC,pathways
COL4A2,AGRN,pathways
COL4A2,LOXL3,pathways
FURIN,COL4A5,pathways
FURIN,COL1A2,pathways
FURIN,COL4A3,pathways
FURIN,ITGAV,pathways
FURIN,COL15A1,pathways
FURIN,FBN1,pathways
FURIN,ITGA5,pathways
FURIN,ITGB3,pathways
FURIN,COL4A4,pathways
FURIN,ELN,pathways
FURIN,COL4A6,pathways
FURIN,FBN2,pathways
FURIN,MFAP5,pathways
FURIN,FBN3,pathways
FURIN,FBLN5,pathways
FURIN,LOX,pathways
FURIN,LOXL4,pathways
FURIN,LOXL1,pathways
FURIN,LOXL2,pathways
FURIN,LOXL3,pathways
COL4A5,COL1A2,pathways
COL4A5,COL4A3,pathways
COL4A5,ITGAV,pathways
COL4A5,COL15A1,pathways
COL4A5,FBN1,pathways
COL4A5,VCAN,pathways
COL4A5,TNC,pathways
COL4A5,ITGA5,pathways
COL4A5,ITGB3,pathways
COL4A5,COL4A4,pathways
COL4A5,COL4A6,pathways
COL4A5,LRP4,pathways
COL4A5,LAMA5,pathways
COL4A5,LAMB2,pathways
COL4A5,TLL1,pathways
COL4A5,LAMA2,pathways
COL4A5,PCOLCE,pathways
COL4A5,PXDN,pathways
COL4A5,TLL2,pathways
COL4A5,LOX,pathways
COL4A5,LOXL4,pathways
COL4A5,TNXB,pathways
COL4A5,LOXL1,pathways
COL4A5,LOXL2,pathways
COL4A5,PLEC,pathways
COL4A5,AGRN,pathways
COL4A5,LOXL3,pathways
COL1A2,COL4A3,pathways
COL1A2,ITGAV,pathways
COL1A2,COL15A1,pathways
COL1A2,FBN1,pathways
COL1A2,VCAN,pathways
COL1A2,ITGA5,pathways
COL1A2,ITGB3,pathways
COL1A2,COL4A4,pathways
COL1A2,COL4A6,pathways
COL1A2,LRP4,pathways
COL1A2,LAMA5,pathways
COL1A2,LAMB2,pathways
COL1A2,TLL1,pathways
COL1A2,LAMA2,pathways
COL1A2,PCOLCE,pathways
COL1A2,PXDN,pathways
COL1A2,TLL2,pathways
COL1A2,LOX,pathways
COL1A2,LOXL4,pathways
COL1A2,TNXB,pathways
COL1A2,LOXL1,pathways
COL1A2,LOXL2,pathways
COL1A2,PLEC,pathways
COL1A2,AGRN,pathways
COL1A2,LOXL3,pathways
COL4A3,ITGAV,pathways
COL4A3,COL15A1,pathways
COL4A3,FBN1,pathways
COL4A3,VCAN,pathways
COL4A3,TNC,pathways
COL4A3,ITGA5,pathways
COL4A3,ITGB3,pathways
COL4A3,COL4A4,pathways
COL4A3,COL4A6,pathways
COL4A3,LRP4,pathways
COL4A3,LAMA5,pathways
COL4A3,LAMB2,pathways
COL4A3,TLL1,pathways
COL4A3,LAMA2,pathways
COL4A3,PCOLCE,pathways
COL4A3,PXDN,pathways
COL4A3,TLL2,pathways
COL4A3,LOX,pathways
COL4A3,LOXL4,pathways
COL4A3,TNXB,pathways
COL4A3,LOXL1,pathways
COL4A3,LOXL2,pathways
COL4A3,PLEC,pathways
COL4A3,AGRN,pathways
COL4A3,LOXL3,pathways
ITGAV,FBN1,pathways
ITGAV,VCAN,pathways
ITGAV,TNC,pathways
ITGAV,ITGA5,pathways
ITGAV,ITGB3,pathways
ITGAV,COL4A4,pathways
ITGAV,ELN,pathways
ITGAV,COL4A6,pathways
ITGAV,LRP4,pathways
ITGAV,FBN2,pathways
ITGAV,LAMA5,pathways
ITGAV,LAMB2,pathways
ITGAV,LAMA2,pathways
ITGAV,MFAP5,pathways
ITGAV,FBN3,pathways
ITGAV,FBLN5,pathways
ITGAV,LOX,pathways
ITGAV,LOXL4,pathways
ITGAV,TNXB,pathways
ITGAV,LOXL1,pathways
ITGAV,LOXL2,pathways
ITGAV,AGRN,pathways
ITGAV,LOXL3,pathways
COL15A1,COL4A4,pathways
COL15A1,COL4A6,pathways
COL15A1,TLL1,pathways
COL15A1,PCOLCE,pathways
COL15A1,TLL2,pathways
COL15A1,PLEC,pathways
FBN1,VCAN,pathways
FBN1,TNC,pathways
FBN1,ITGA5,pathways
FBN1,ITGB3,pathways
FBN1,COL4A4,pathways
FBN1,ELN,pathways
FBN1,COL4A6,pathways
FBN1,FBN2,pathways
FBN1,LAMA5,pathways
FBN1,CHGB,pathways
FBN1,LAMB2,pathways
FBN1,TLL1,pathways
FBN1,MFAP5,pathways
FBN1,FBN3,pathways
FBN1,TLL2,pathways
FBN1,FBLN5,pathways
FBN1,LOX,pathways
FBN1,LOXL4,pathways
FBN1,LOXL1,pathways
FBN1,LOXL2,pathways
FBN1,AGRN,pathways
FBN1,LOXL3,pathways
VCAN,TNC,pathways
VCAN,ITGB3,pathways
VCAN,COL4A4,pathways
VCAN,COL4A6,pathways
VCAN,LRP4,pathways
VCAN,LAMA5,pathways
VCAN,CHGB,pathways
VCAN,LAMB2,pathways
VCAN,LAMA2,pathways
VCAN,TNXB,pathways
VCAN,AGRN,pathways
TNC,ITGA5,pathways
TNC,ITGB3,pathways
TNC,COL4A4,pathways
TNC,COL4A6,pathways
TNC,LRP4,pathways
TNC,LAMA5,pathways
TNC,CHGB,pathways
TNC,LAMB2,pathways
TNC,LAMA2,pathways
TNC,TNXB,pathways
TNC,AGRN,pathways
ITGA5,ITGB3,pathways
ITGA5,COL4A4,pathways
ITGA5,ELN,pathways
ITGA5,COL4A6,pathways
ITGA5,FBN2,pathways
ITGA5,MFAP5,pathways
ITGA5,FBN3,pathways
ITGA5,FBLN5,pathways
ITGA5,LOX,pathways
ITGA5,LOXL4,pathways
ITGA5,LOXL1,pathways
ITGA5,LOXL2,pathways
ITGA5,AGRN,pathways
ITGA5,LOXL3,pathways
ITGB3,COL4A4,pathways
ITGB3,ELN,pathways
ITGB3,COL4A6,pathways
ITGB3,LRP4,pathways
ITGB3,FBN2,pathways
ITGB3,LAMA5,pathways
ITGB3,LAMB2,pathways
ITGB3,LAMA2,pathways
ITGB3,MFAP5,pathways
ITGB3,FBN3,pathways
ITGB3,FBLN5,pathways
ITGB3,LOX,pathways
ITGB3,LOXL4,pathways
ITGB3,TNXB,pathways
ITGB3,LOXL1,pathways
ITGB3,LOXL2,pathways
ITGB3,AGRN,pathways
ITGB3,LOXL3,pathways
COL4A4,COL4A6,pathways
COL4A4,LRP4,pathways
COL4A4,LAMA5,pathways
COL4A4,LAMB2,pathways
COL4A4,TLL1,pathways
COL4A4,LAMA2,pathways
COL4A4,PCOLCE,pathways
COL4A4,PXDN,pathways
COL4A4,TLL2,pathways
COL4A4,LOX,pathways
COL4A4,LOXL4,pathways
COL4A4,TNXB,pathways
COL4A4,LOXL1,pathways
COL4A4,LOXL2,pathways
COL4A4,PLEC,pathways
COL4A4,AGRN,pathways
COL4A4,LOXL3,pathways
ELN,FBN2,pathways
ELN,LAMA5,pathways
ELN,TLL1,pathways
ELN,MFAP5,pathways
ELN,FBN3,pathways
ELN,TLL2,pathways
ELN,FBLN5,pathways
ELN,LOX,pathways
ELN,LOXL4,pathways
ELN,LOXL1,pathways
ELN,LOXL2,pathways
ELN,LOXL3,pathways
COL4A6,LRP4,pathways
COL4A6,LAMA5,pathways
COL4A6,LAMB2,pathways
COL4A6,TLL1,pathways
COL4A6,LAMA2,pathways
COL4A6,PCOLCE,pathways
COL4A6,PXDN,pathways
COL4A6,TLL2,pathways
COL4A6,LOX,pathways
COL4A6,LOXL4,pathways
COL4A6,TNXB,pathways
COL4A6,LOXL1,pathways
COL4A6,LOXL2,pathways
COL4A6,PLEC,pathways
COL4A6,AGRN,pathways
COL4A6,LOXL3,pathways
LRP4,LAMA5,pathways
LRP4,LAMB2,pathways
LRP4,LAMA2,pathways
LRP4,TNXB,pathways
LRP4,AGRN,pathways
FBN2,LAMA5,pathways
FBN2,TLL1,pathways
FBN2,MFAP5,pathways
FBN2,FBN3,pathways
FBN2,TLL2,pathways
FBN2,FBLN5,pathways
FBN2,LOX,pathways
FBN2,LOXL4,pathways
FBN2,LOXL1,pathways
FBN2,LOXL2,pathways
FBN2,LOXL3,pathways
LAMA5,LAMB2,pathways
LAMA5,TLL1,pathways
LAMA5,LAMA2,pathways
LAMA5,FBN3,pathways
LAMA5,TLL2,pathways
LAMA5,TNXB,pathways
LAMA5,AGRN,pathways
CHGB,LAMB2,pathways
LAMB2,LAMA2,pathways
LAMB2,TNXB,pathways
LAMB2,AGRN,pathways
TLL1,PCOLCE,pathways
TLL1,PXDN,pathways
TLL1,FBN3,pathways
TLL1,TLL2,pathways
TLL1,LOX,pathways
TLL1,LOXL4,pathways
TLL1,LOXL1,pathways
TLL1,LOXL2,pathways
TLL1,LOXL3,pathways
LAMA2,TNXB,pathways
LAMA2,AGRN,pathways
PCOLCE,PXDN,pathways
PCOLCE,TLL2,pathways
PCOLCE,LOX,pathways
PCOLCE,LOXL4,pathways
PCOLCE,LOXL1,pathways
PCOLCE,LOXL2,pathways
PCOLCE,LOXL3,pathways
MFAP5,FBN3,pathways
MFAP5,FBLN5,pathways
MFAP5,LOX,pathways
MFAP5,LOXL4,pathways
MFAP5,LOXL1,pathways
MFAP5,LOXL2,pathways
MFAP5,LOXL3,pathways
PXDN,TLL2,pathways
PXDN,LOX,pathways
PXDN,LOXL4,pathways
PXDN,LOXL1,pathways
PXDN,LOXL2,pathways
PXDN,LOXL3,pathways
FBN3,TLL2,pathways
FBN3,FBLN5,pathways
FBN3,LOX,pathways
FBN3,LOXL4,pathways
FBN3,LOXL1,pathways
FBN3,LOXL2,pathways
FBN3,LOXL3,pathways
TLL2,LOX,pathways
TLL2,LOXL4,pathways
TLL2,LOXL1,pathways
TLL2,LOXL2,pathways
TLL2,LOXL3,pathways
FBLN5,LOX,pathways
FBLN5,LOXL4,pathways
FBLN5,LOXL1,pathways
FBLN5,LOXL2,pathways
FBLN5,LOXL3,pathways
LOX,LOXL4,pathways
LOX,LOXL1,pathways
LOX,LOXL2,pathways
LOX,LOXL3,pathways
LOXL4,LOXL1,pathways
LOXL4,LOXL2,pathways
LOXL4,LOXL3,pathways
TNXB,AGRN,pathways
LOXL1,LOXL2,pathways
LOXL1,LOXL3,pathways
LOXL2,LOXL3,pathways
