Var1,Var2,value
DNAH17,NCKAP5L,8
DNAH3,NCKAP5L,3
ZC3H3,NCKAP5L,7
ACOT2,NCKAP5L,7
FCGBP,NCKAP5L,6
RPTN,NCKAP5L,8
ALG14,NCKAP5L,7
CHRNA1,NCKAP5L,8
CHRNE,NCKAP5L,8
COL13A1,NCKAP5L,8
COLQ,NCKAP5L,8
DPAGT1,NCKAP5L,7
LRP4,NCKAP5L,8
SCN4A,NCKAP5L,8
SLC18A3,NCKAP5L,7
SLC25A1,NCKAP5L,7
SLC5A7,NCKAP5L,8
UNC13B,NCKAP5L,8
TPCN2,NCKAP5L,8
AKNAD1,NCKAP5L,8
CLCNKB,NCKAP5L,8
CASP12,NCKAP5L,6
DEFB115,NCKAP5L,8
ATAD3C,NCKAP5L,7
KRT79,NOTCH4,8
MICALL2,NOTCH4,6
NPHP3,NOTCH4,8
RP1,NOTCH4,6
DNAH7,NOTCH4,8
FHOD3,NOTCH4,8
LEFTY2,NOTCH4,4
NCKAP5L,NOTCH4,8
PRRT3,NOTCH4,6
PTPN14,NOTCH4,6
TOR2A,NOTCH4,8
CASP5,NOTCH4,8
DMXL2,NOTCH4,6
KIAA1109,NOTCH4,8
LILRA1,NOTCH4,4
LOXL3,NOTCH4,4
LRP2,NOTCH4,6
NAT8B,NOTCH4,8
UNC13C,NOTCH4,6
ZP4,NOTCH4,5
ABCB5,NOTCH4,8
AMPD1,NOTCH4,8
ATP6V0A4,NOTCH4,8
CFHR5,NOTCH4,5
LBP,NOTCH4,4
OTOP1,NOTCH4,6
PLB1,NOTCH4,8
RPL3L,NOTCH4,8
SLC28A1,NOTCH4,7
SLC44A4,NOTCH4,8
SPTBN5,NOTCH4,6
TNXB,NOTCH4,4
VWA5B2,NOTCH4,6
ZNF778,NOTCH4,8
ANKRD12,NOTCH4,6
CDH23,NOTCH4,4
CES5A,NOTCH4,8
CHGB,NOTCH4,4
FGL1,NOTCH4,7
MCM8,NOTCH4,8
MYH15,NOTCH4,7
SELENOO,NOTCH4,8
ZNF273,NOTCH4,8
BAIAP3,NOTCH4,6
CFB,NOTCH4,4
COL15A1,NOTCH4,4
FHAD1,NOTCH4,8
HEATR1,NOTCH4,8
LAMA2,NOTCH4,4
OR10G9,NOTCH4,8
DNAAF1,NOTCH4,8
DNAH17,NOTCH4,5
DNAH3,NOTCH4,8
NBEA,NOTCH4,8
SIGLEC12,NOTCH4,4
WDSUB1,NOTCH4,8
ZC3H3,NOTCH4,8
ACOT2,NOTCH4,8
CDH3,NOTCH4,4
FAAP100,NOTCH4,8
FCGBP,NOTCH4,8
PPFIBP2,NOTCH4,5
RPTN,NOTCH4,8
USP8,NOTCH4,8
ALG14,NOTCH4,8
ALG2,NOTCH4,8
CHAT,NOTCH4,8
CHRNA1,NOTCH4,7
CHRNB1,NOTCH4,7
CHRNE,NOTCH4,7
CHRNG,NOTCH4,7
COL13A1,NOTCH4,4
COLQ,NOTCH4,6
DOK7,NOTCH4,6
DPAGT1,NOTCH4,8
GFPT1,NOTCH4,8
GMPPB,NOTCH4,8
LAMA5,NOTCH4,4
LAMB2,NOTCH4,4
LRP4,NOTCH4,4
MYO9A,NOTCH4,6
PLEC,NOTCH4,4
PREPL,NOTCH4,8
RAPSN,NOTCH4,6
RPH3A,NOTCH4,6
SCN4A,NOTCH4,7
SLC18A3,NOTCH4,7
SLC25A1,NOTCH4,8
SLC5A7,NOTCH4,7
SYT2,NOTCH4,6
UNC13B,NOTCH4,6
VAMP1,NOTCH4,6
USH2A,NOTCH4,4
ATAD3B,NOTCH4,6
TPCN2,NOTCH4,7
AKNAD1,NOTCH4,7
CLCNKB,NOTCH4,7
CASP12,NOTCH4,8
PSG5,NOTCH4,4
DEFB115,NOTCH4,7
ATAD3C,NOTCH4,8
SLC44A4,PRRT3,8
CES5A,PRRT3,8
DEFB115,PRRT3,7
KRT79,PTPN14,8
MICALL2,PTPN14,6
NPHP3,PTPN14,8
RP1,PTPN14,6
DNAH7,PTPN14,8
FHOD3,PTPN14,8
LEFTY2,PTPN14,6
NCKAP5L,PTPN14,8
PRRT3,PTPN14,6
TOR2A,PTPN14,8
CASP5,PTPN14,8
DMXL2,PTPN14,6
KIAA1109,PTPN14,8
LILRA1,PTPN14,6
LOXL3,PTPN14,6
LRP2,PTPN14,6
NAT8B,PTPN14,8
UNC13C,PTPN14,6
ZP4,PTPN14,6
ABCB5,PTPN14,8
AMPD1,PTPN14,8
ATP6V0A4,PTPN14,8
CFHR5,PTPN14,7
LBP,PTPN14,6
OTOP1,PTPN14,8
PLB1,PTPN14,8
RPL3L,PTPN14,8
SLC28A1,PTPN14,7
SLC44A4,PTPN14,8
SPTBN5,PTPN14,6
TNXB,PTPN14,6
VWA5B2,PTPN14,6
ZNF778,PTPN14,8
ANKRD12,PTPN14,8
CDH23,PTPN14,6
CES5A,PTPN14,8
CHGB,PTPN14,6
FGL1,PTPN14,8
MCM8,PTPN14,8
MYH15,PTPN14,7
SELENOO,PTPN14,8
ZNF273,PTPN14,8
BAIAP3,PTPN14,6
CFB,PTPN14,6
COL15A1,PTPN14,6
FHAD1,PTPN14,8
HEATR1,PTPN14,8
LAMA2,PTPN14,6
OR10G9,PTPN14,8
DNAAF1,PTPN14,8
DNAH17,PTPN14,6
DNAH3,PTPN14,8
NBEA,PTPN14,8
SIGLEC12,PTPN14,6
WDSUB1,PTPN14,8
ZC3H3,PTPN14,8
ACOT2,PTPN14,8
CDH3,PTPN14,6
FAAP100,PTPN14,8
FCGBP,PTPN14,8
PPFIBP2,PTPN14,6
RPTN,PTPN14,8
USP8,PTPN14,8
ALG14,PTPN14,8
ALG2,PTPN14,8
CHAT,PTPN14,8
CHRNA1,PTPN14,7
CHRNB1,PTPN14,7
CHRNE,PTPN14,7
COL13A1,PTPN14,6
COLQ,PTPN14,7
DOK7,PTPN14,6
DPAGT1,PTPN14,8
GFPT1,PTPN14,8
GMPPB,PTPN14,8
LAMA5,PTPN14,6
LAMB2,PTPN14,6
LRP4,PTPN14,6
MYO9A,PTPN14,6
PLEC,PTPN14,6
PREPL,PTPN14,8
RAPSN,PTPN14,6
RPH3A,PTPN14,6
SCN4A,PTPN14,7
SLC18A3,PTPN14,7
SLC25A1,PTPN14,8
SLC5A7,PTPN14,7
SYT2,PTPN14,6
UNC13B,PTPN14,6
VAMP1,PTPN14,6
USH2A,PTPN14,6
ATAD3B,PTPN14,6
TPCN2,PTPN14,7
AKNAD1,PTPN14,7
CLCNKB,PTPN14,7
CASP12,PTPN14,8
PSG5,PTPN14,6
DEFB115,PTPN14,7
ATAD3C,PTPN14,8
KRT79,SMTN,8
MICALL2,SMTN,7
NPHP3,SMTN,8
RP1,SMTN,7
DNAH7,SMTN,8
FHOD3,SMTN,8
LEFTY2,SMTN,7
NCKAP5L,SMTN,8
NOTCH4,SMTN,7
PRRT3,SMTN,7
PTPN14,SMTN,7
TOR2A,SMTN,8
C1orf94,SMTN,8
CASP5,SMTN,8
DMXL2,SMTN,7
KIAA1109,SMTN,8
LILRA1,SMTN,7
LOXL3,SMTN,7
LRP2,SMTN,7
NAT8B,SMTN,8
UNC13C,SMTN,7
ZP4,SMTN,7
ABCB5,SMTN,8
AMPD1,SMTN,8
ATP6V0A4,SMTN,8
CFHR5,SMTN,7
LBP,SMTN,7
OTOP1,SMTN,8
PLB1,SMTN,8
RPL3L,SMTN,8
SLC28A1,SMTN,6
SLC44A4,SMTN,8
SPTBN5,SMTN,7
TNXB,SMTN,7
VWA5B2,SMTN,7
ZNF778,SMTN,8
ANKRD12,SMTN,8
CDH23,SMTN,7
CES5A,SMTN,8
CHGB,SMTN,7
FGL1,SMTN,8
MCM8,SMTN,8
MYH15,SMTN,0
SELENOO,SMTN,8
ZNF273,SMTN,8
BAIAP3,SMTN,7
CFB,SMTN,7
COL15A1,SMTN,7
FHAD1,SMTN,8
HEATR1,SMTN,8
LAMA2,SMTN,7
OR10G9,SMTN,8
DNAAF1,SMTN,8
DNAH17,SMTN,7
DNAH3,SMTN,8
NBEA,SMTN,8
SIGLEC12,SMTN,7
WDSUB1,SMTN,8
ZC3H3,SMTN,8
ACOT2,SMTN,8
CDH3,SMTN,7
FAAP100,SMTN,8
FCGBP,SMTN,8
PPFIBP2,SMTN,7
RPTN,SMTN,8
USP8,SMTN,8
ALG14,SMTN,8
ALG2,SMTN,8
CHAT,SMTN,8
CHRNA1,SMTN,6
CHRNB1,SMTN,6
CHRNE,SMTN,6
CHRNG,SMTN,6
COL13A1,SMTN,7
COLQ,SMTN,7
DOK7,SMTN,7
DPAGT1,SMTN,8
GFPT1,SMTN,8
GMPPB,SMTN,8
LAMA5,SMTN,7
LAMB2,SMTN,7
LRP4,SMTN,7
MYO9A,SMTN,7
PLEC,SMTN,7
PREPL,SMTN,8
RAPSN,SMTN,7
RPH3A,SMTN,7
SCN4A,SMTN,5
SLC18A3,SMTN,8
SLC25A1,SMTN,8
SLC5A7,SMTN,6
SYT2,SMTN,7
UNC13B,SMTN,7
VAMP1,SMTN,7
USH2A,SMTN,7
UBE2D1,SMTN,8
ATAD3B,SMTN,7
TPCN2,SMTN,1
AKNAD1,SMTN,7
CLCNKB,SMTN,1
CASP12,SMTN,8
PSG5,SMTN,7
DEFB115,SMTN,7
ATAD3C,SMTN,8
AGRN,SRMS,5
KRT79,SRMS,8
MICALL2,SRMS,6
NPHP3,SRMS,8
RP1,SRMS,6
DNAH7,SRMS,8
FHOD3,SRMS,8
HSPG2,SRMS,5
LEFTY2,SRMS,5
NCKAP5L,SRMS,8
NOTCH4,SRMS,5
PRRT3,SRMS,6
PTPN14,SRMS,6
SMTN,SRMS,7
TOR2A,SRMS,8
C1orf94,SRMS,8
CASP5,SRMS,8
DMXL2,SRMS,6
KIAA1109,SRMS,8
LILRA1,SRMS,5
LOXL3,SRMS,5
LRP2,SRMS,5
NAT8B,SRMS,8
UNC13C,SRMS,6
ZP4,SRMS,6
ABCB5,SRMS,8
AMPD1,SRMS,8
ATP6V0A4,SRMS,8
CFHR5,SRMS,6
LBP,SRMS,4
OTOP1,SRMS,8
PLB1,SRMS,8
RPL3L,SRMS,8
SLC28A1,SRMS,7
SLC44A4,SRMS,8
SPTBN5,SRMS,1
TNXB,SRMS,5
VWA5B2,SRMS,5
ZNF778,SRMS,8
ANKRD12,SRMS,8
CDH23,SRMS,5
CES5A,SRMS,8
CHGB,SRMS,5
FGL1,SRMS,8
MCM8,SRMS,8
MYBPC2,SRMS,5
MYH15,SRMS,7
SELENOO,SRMS,8
ZNF273,SRMS,8
BAIAP3,SRMS,6
C2CD3,SRMS,8
CFB,SRMS,5
COL15A1,SRMS,5
FHAD1,SRMS,8
HEATR1,SRMS,8
LAMA2,SRMS,5
OR10G9,SRMS,8
DNAAF1,SRMS,8
DNAH17,SRMS,0
DNAH3,SRMS,8
NBEA,SRMS,8
SIGLEC12,SRMS,5
TNC,SRMS,5
WDSUB1,SRMS,8
ZC3H3,SRMS,8
ACOT2,SRMS,8
CDH3,SRMS,5
FAAP100,SRMS,8
FCGBP,SRMS,8
PPFIBP2,SRMS,5
RPTN,SRMS,8
USP8,SRMS,8
AGRN,SRMS,5
ALG14,SRMS,8
ALG2,SRMS,8
CHAT,SRMS,8
CHRNA1,SRMS,7
CHRNB1,SRMS,7
CHRNE,SRMS,7
CHRNG,SRMS,7
COL13A1,SRMS,5
COLQ,SRMS,7
DOK7,SRMS,6
DPAGT1,SRMS,8
GFPT1,SRMS,8
GMPPB,SRMS,8
LAMA5,SRMS,5
LAMB2,SRMS,5
LRP4,SRMS,5
MUSK,SRMS,3
MYO9A,SRMS,6
PLEC,SRMS,5
PREPL,SRMS,8
RAPSN,SRMS,6
RPH3A,SRMS,6
SCN4A,SRMS,7
SLC18A3,SRMS,6
SLC25A1,SRMS,8
SLC5A7,SRMS,7
SYT2,SRMS,5
UNC13B,SRMS,6
VAMP1,SRMS,6
USH2A,SRMS,5
UBE2D1,SRMS,8
ATAD3B,SRMS,6
TPCN2,SRMS,7
AKNAD1,SRMS,7
CLCNKB,SRMS,7
CASP12,SRMS,8
PSG5,SRMS,5
DEFB115,SRMS,7
ATAD3C,SRMS,8
MICALL2,TOR2A,8
NPHP3,TOR2A,7
PRRT3,TOR2A,8
LILRA1,TOR2A,8
NAT8B,TOR2A,7
ZP4,TOR2A,8
ABCB5,TOR2A,7
ATP6V0A4,TOR2A,7
OTOP1,TOR2A,6
PLB1,TOR2A,7
SLC44A4,TOR2A,7
VWA5B2,TOR2A,5
ZNF778,TOR2A,7
CDH23,TOR2A,8
CES5A,TOR2A,7
ZNF273,TOR2A,7
FHAD1,TOR2A,5
OR10G9,TOR2A,8
DNAH17,TOR2A,8
DNAH3,TOR2A,7
ACOT2,TOR2A,7
ALG14,TOR2A,6
CHRNA1,TOR2A,8
CHRNE,TOR2A,8
COL13A1,TOR2A,8
COLQ,TOR2A,8
DPAGT1,TOR2A,6
LRP4,TOR2A,8
SCN4A,TOR2A,7
SLC18A3,TOR2A,4
SLC5A7,TOR2A,8
TPCN2,TOR2A,8
AKNAD1,TOR2A,7
CASP12,TOR2A,7
DEFB115,TOR2A,8
ATAD3C,TOR2A,6
KRT79,C1orf94,5
MICALL2,C1orf94,8
NPHP3,C1orf94,4
RP1,C1orf94,8
DNAH7,C1orf94,7
FHOD3,C1orf94,7
LEFTY2,C1orf94,8
NCKAP5L,C1orf94,7
NOTCH4,C1orf94,8
PRRT3,C1orf94,8
PTPN14,C1orf94,8
TOR2A,C1orf94,7
CASP5,C1orf94,7
DMXL2,C1orf94,8
KIAA1109,C1orf94,7
LILRA1,C1orf94,8
LOXL3,C1orf94,8
LRP2,C1orf94,8
NAT8B,C1orf94,7
UNC13C,C1orf94,8
ZP4,C1orf94,8
ABCB5,C1orf94,7
AMPD1,C1orf94,7
ATP6V0A4,C1orf94,7
CFHR5,C1orf94,7
LBP,C1orf94,8
OTOP1,C1orf94,7
PLB1,C1orf94,7
RPL3L,C1orf94,7
SLC28A1,C1orf94,8
SLC44A4,C1orf94,7
SPTBN5,C1orf94,8
TNXB,C1orf94,8
VWA5B2,C1orf94,8
ZNF778,C1orf94,8
ANKRD12,C1orf94,7
CDH23,C1orf94,8
CES5A,C1orf94,7
CHGB,C1orf94,8
FGL1,C1orf94,6
MCM8,C1orf94,7
MYH15,C1orf94,8
SELENOO,C1orf94,7
ZNF273,C1orf94,8
BAIAP3,C1orf94,8
CFB,C1orf94,8
COL15A1,C1orf94,8
FHAD1,C1orf94,7
HEATR1,C1orf94,7
LAMA2,C1orf94,8
OR10G9,C1orf94,8
DNAAF1,C1orf94,7
DNAH17,C1orf94,8
DNAH3,C1orf94,7
NBEA,C1orf94,6
SIGLEC12,C1orf94,8
WDSUB1,C1orf94,7
ZC3H3,C1orf94,7
ACOT2,C1orf94,7
CDH3,C1orf94,8
FAAP100,C1orf94,7
FCGBP,C1orf94,7
PPFIBP2,C1orf94,8
RPTN,C1orf94,5
USP8,C1orf94,7
ALG14,C1orf94,7
ALG2,C1orf94,7
CHAT,C1orf94,7
CHRNA1,C1orf94,8
CHRNB1,C1orf94,8
CHRNE,C1orf94,8
CHRNG,C1orf94,8
COL13A1,C1orf94,8
COLQ,C1orf94,8
DOK7,C1orf94,8
DPAGT1,C1orf94,7
GFPT1,C1orf94,7
GMPPB,C1orf94,7
LAMA5,C1orf94,8
LAMB2,C1orf94,8
LRP4,C1orf94,8
MYO9A,C1orf94,8
PLEC,C1orf94,8
PREPL,C1orf94,7
RAPSN,C1orf94,8
RPH3A,C1orf94,8
SCN4A,C1orf94,8
SLC18A3,C1orf94,7
SLC25A1,C1orf94,7
SLC5A7,C1orf94,8
SYT2,C1orf94,8
UNC13B,C1orf94,8
VAMP1,C1orf94,8
USH2A,C1orf94,8
ATAD3B,C1orf94,8
TPCN2,C1orf94,8
AKNAD1,C1orf94,8
CLCNKB,C1orf94,8
CASP12,C1orf94,7
PSG5,C1orf94,8
DEFB115,C1orf94,8
ATAD3C,C1orf94,7
KRT79,CASP5,8
MICALL2,CASP5,8
NPHP3,CASP5,7
LEFTY2,CASP5,8
NCKAP5L,CASP5,6
PRRT3,CASP5,8
TOR2A,CASP5,7
DMXL2,CASP5,8
LILRA1,CASP5,8
NAT8B,CASP5,6
UNC13C,CASP5,8
ZP4,CASP5,8
ABCB5,CASP5,5
AMPD1,CASP5,7
ATP6V0A4,CASP5,7
CFHR5,CASP5,8
LBP,CASP5,8
OTOP1,CASP5,7
PLB1,CASP5,7
SLC28A1,CASP5,8
SLC44A4,CASP5,7
TNXB,CASP5,8
VWA5B2,CASP5,8
ZNF778,CASP5,8
CDH23,CASP5,8
CES5A,CASP5,7
CHGB,CASP5,8
MYH15,CASP5,8
SELENOO,CASP5,6
ZNF273,CASP5,8
BAIAP3,CASP5,8
FHAD1,CASP5,7
OR10G9,CASP5,8
DNAAF1,CASP5,6
DNAH17,CASP5,8
DNAH3,CASP5,7
ZC3H3,CASP5,7
ACOT2,CASP5,7
FAAP100,CASP5,6
FCGBP,CASP5,6
RPTN,CASP5,8
ALG14,CASP5,7
ALG2,CASP5,7
CHRNA1,CASP5,8
CHRNB1,CASP5,8
CHRNE,CASP5,8
COL13A1,CASP5,8
COLQ,CASP5,8
DPAGT1,CASP5,7
LRP4,CASP5,8
RPH3A,CASP5,8
SCN4A,CASP5,8
SLC18A3,CASP5,7
SLC25A1,CASP5,7
SLC5A7,CASP5,8
UNC13B,CASP5,8
TPCN2,CASP5,8
AKNAD1,CASP5,8
CLCNKB,CASP5,8
CASP12,CASP5,0
DEFB115,CASP5,8
ATAD3C,CASP5,7
MICALL2,DMXL2,5
NPHP3,DMXL2,8
PRRT3,DMXL2,6
TOR2A,DMXL2,7
LILRA1,DMXL2,6
NAT8B,DMXL2,8
ZP4,DMXL2,6
ABCB5,DMXL2,8
AMPD1,DMXL2,8
ATP6V0A4,DMXL2,8
CFHR5,DMXL2,7
OTOP1,DMXL2,8
PLB1,DMXL2,8
SLC28A1,DMXL2,7
SLC44A4,DMXL2,8
VWA5B2,DMXL2,4
ZNF778,DMXL2,8
CDH23,DMXL2,6
CES5A,DMXL2,8
MYH15,DMXL2,7
SELENOO,DMXL2,8
ZNF273,DMXL2,8
BAIAP3,DMXL2,0
FHAD1,DMXL2,8
OR10G9,DMXL2,8
DNAH17,DMXL2,6
DNAH3,DMXL2,8
ACOT2,DMXL2,8
FCGBP,DMXL2,8
RPTN,DMXL2,8
ALG14,DMXL2,8
CHRNA1,DMXL2,7
CHRNE,DMXL2,7
COL13A1,DMXL2,6
COLQ,DMXL2,7
DPAGT1,DMXL2,8
LRP4,DMXL2,6
SCN4A,DMXL2,5
SLC18A3,DMXL2,5
SLC5A7,DMXL2,7
TPCN2,DMXL2,7
AKNAD1,DMXL2,3
CLCNKB,DMXL2,7
CASP12,DMXL2,8
DEFB115,DMXL2,7
ATAD3C,DMXL2,8
KRT79,KIAA1109,8
MICALL2,KIAA1109,8
NPHP3,KIAA1109,7
FHOD3,KIAA1109,5
LEFTY2,KIAA1109,8
NCKAP5L,KIAA1109,6
PRRT3,KIAA1109,8
TOR2A,KIAA1109,7
CASP5,KIAA1109,5
DMXL2,KIAA1109,7
LILRA1,KIAA1109,8
NAT8B,KIAA1109,6
UNC13C,KIAA1109,7
ZP4,KIAA1109,8
ABCB5,KIAA1109,5
AMPD1,KIAA1109,7
ATP6V0A4,KIAA1109,7
CFHR5,KIAA1109,8
LBP,KIAA1109,8
OTOP1,KIAA1109,7
PLB1,KIAA1109,7
SLC28A1,KIAA1109,8
SLC44A4,KIAA1109,7
TNXB,KIAA1109,8
VWA5B2,KIAA1109,8
ZNF778,KIAA1109,8
CDH23,KIAA1109,7
CES5A,KIAA1109,7
CHGB,KIAA1109,8
MYH15,KIAA1109,8
SELENOO,KIAA1109,6
ZNF273,KIAA1109,8
BAIAP3,KIAA1109,7
FHAD1,KIAA1109,7
HEATR1,KIAA1109,7
OR10G9,KIAA1109,8
DNAAF1,KIAA1109,6
DNAH17,KIAA1109,8
DNAH3,KIAA1109,7
ZC3H3,KIAA1109,7
ACOT2,KIAA1109,7
FAAP100,KIAA1109,6
FCGBP,KIAA1109,6
PPFIBP2,KIAA1109,6
RPTN,KIAA1109,8
ALG14,KIAA1109,7
ALG2,KIAA1109,7
CHRNA1,KIAA1109,8
CHRNB1,KIAA1109,8
CHRNE,KIAA1109,8
COL13A1,KIAA1109,8
COLQ,KIAA1109,8
DOK7,KIAA1109,7
DPAGT1,KIAA1109,7
LRP4,KIAA1109,8
RPH3A,KIAA1109,7
SCN4A,KIAA1109,7
SLC18A3,KIAA1109,7
SLC25A1,KIAA1109,7
SLC5A7,KIAA1109,8
UNC13B,KIAA1109,7
TPCN2,KIAA1109,8
AKNAD1,KIAA1109,7
CLCNKB,KIAA1109,8
CASP12,KIAA1109,5
DEFB115,KIAA1109,8
ATAD3C,KIAA1109,7
MICALL2,LILRA1,6
NPHP3,LILRA1,8
PRRT3,LILRA1,6
NAT8B,LILRA1,8
ZP4,LILRA1,5
ABCB5,LILRA1,8
ATP6V0A4,LILRA1,8
OTOP1,LILRA1,8
PLB1,LILRA1,8
SLC44A4,LILRA1,8
VWA5B2,LILRA1,6
ZNF778,LILRA1,8
CDH23,LILRA1,4
CES5A,LILRA1,8
ZNF273,LILRA1,8
FHAD1,LILRA1,8
OR10G9,LILRA1,8
DNAH17,LILRA1,5
DNAH3,LILRA1,8
ACOT2,LILRA1,8
ALG14,LILRA1,8
CHRNE,LILRA1,7
COL13A1,LILRA1,4
COLQ,LILRA1,6
DPAGT1,LILRA1,8
LRP4,LILRA1,4
SCN4A,LILRA1,7
SLC18A3,LILRA1,7
SLC5A7,LILRA1,7
TPCN2,LILRA1,7
AKNAD1,LILRA1,7
CASP12,LILRA1,8
DEFB115,LILRA1,7
ATAD3C,LILRA1,8
KRT79,LOXL3,8
MICALL2,LOXL3,6
NPHP3,LOXL3,8
DNAH7,LOXL3,8
FHOD3,LOXL3,8
LEFTY2,LOXL3,1
NCKAP5L,LOXL3,8
PRRT3,LOXL3,6
TOR2A,LOXL3,8
CASP5,LOXL3,8
DMXL2,LOXL3,6
KIAA1109,LOXL3,8
LILRA1,LOXL3,4
NAT8B,LOXL3,8
UNC13C,LOXL3,6
ZP4,LOXL3,2
ABCB5,LOXL3,8
AMPD1,LOXL3,8
ATP6V0A4,LOXL3,8
CFHR5,LOXL3,5
LBP,LOXL3,4
OTOP1,LOXL3,8
PLB1,LOXL3,8
SLC28A1,LOXL3,7
SLC44A4,LOXL3,8
TNXB,LOXL3,0
VWA5B2,LOXL3,6
ZNF778,LOXL3,8
CDH23,LOXL3,4
CES5A,LOXL3,8
CHGB,LOXL3,0
FGL1,LOXL3,3
MCM8,LOXL3,8
MYH15,LOXL3,7
SELENOO,LOXL3,8
ZNF273,LOXL3,8
BAIAP3,LOXL3,6
